,cid,smiles
232,4753,NC(=O)NC(=O)CC1=CC=CC=C1
233,4756,NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1
234,5870,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
235,3759,CC1=CC(=NO1)C(=O)NNCC1=CC=CC=C1
236,657298,CCCC1=CC(=O)NC(=S)N1
237,154059,O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1
238,4633,CCCCOC1=C(N)C=CC(=C1)C(=O)OCCN(CC)CC
239,4632,COC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1
240,4631,CC(C)NCC(O)COC1=CC=CC=C1OCC=C
241,2194,COC1=CC=C(C=C1)C1=CC(=S)SS1
242,4636,CC1=CC(=C(O)C(C)=C1CC1=NCCN1)C(C)(C)C
243,172198,CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CC(O)=O)C(C)C)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O
244,2197,COC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O
245,16231,NC(N)=NC(=O)C1=C(N)N=C(N)C(Cl)=N1
246,5328940,COC1=CC(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C(Cl)C=C1Cl
247,2200,C(N(CC1=CC=CC=C1)C1=CC=CC=C1)C1=NCCN1
248,2202,OC1=CC=CC2=C1C(=O)C1=C(O)C=CC=C1C2
249,2206,CN1N(C(=O)C=C1C)C1=CC=CC=C1
250,105024,C[Se]CC[C@H](N)C(O)=O
251,12035,CC(=O)N[C@@H](CS)C(O)=O
252,443943,[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C
253,36314,[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C
254,54678486,CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
255,60795,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl
256,3689,CC(C(O)C1=CC=C(O)C=C1)N1CCC(CC2=CC=CC=C2)CC1
257,441140,COC1=CC(OC)=C(Cl)C2=C1C(=O)[C@]1(O2)[C@H](C)CC(=O)C=C1OC
258,4837,C1CNCCN1
259,6194,ClCCN(CCCl)C1=CNC(=O)NC1=O
260,6196,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1)C(O)=O
261,6852391,CCCC[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1
262,2519,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
263,26041,[O-][N+]1=C(S)C=CC=C1
264,969516,COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC=C1O
265,26042,O=[Ti]=O
266,9433,NCCN.CN1C2=C(NC=N2)C(=O)N(C)C1=O.CN1C2=C(NC=N2)C(=O)N(C)C1=O
267,2732,NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12
268,2733,ClC1=CC2=C(OC(=O)N2)C=C1
269,9835049,[H]OS(=O)(=O)ON1C(=O)N2C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])C(=O)N([H])[H]
270,5291,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)CC1
271,21704,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
272,5484727,[H][C@@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC3=CC=CC=C3)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O
273,21700,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
274,5054,OC1=CC(O)=CC=C1
275,16623,[H][C@@]12CC[C@](O)(C(=O)COC(=O)CCC(O)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
276,679,CS(C)=O
277,60464,C[C@H]1CN(C[C@@H](C)N1)C1=C(F)C(N)=C2C(=O)C(=CN(C3CC3)C2=C1F)C(O)=O
278,5281881,[H]\C(CCN1CCN(CCO)CC1)=C1/C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F
279,10767,CCC(C)(CN(C)C)OC(=O)C1=CC=CC=C1
280,14866,CCCCOCCOC(=O)C1=CN=CC=C1
281,104865,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1
282,1549789,COC1=CC=C(\C=C\C(=O)OCCC(C)C)C=C1
283,5282494,[H][C@@]12CC[C@](OC(=O)CCCC)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
284,3229,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1
285,9294,CN[C@@H](C)[C@H](O)C1=CC=CC=C1
286,1978,CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1
287,39765,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CCCCC1)[N+]1(C)CCCCC1
288,3226,FC(F)OC(F)(F)C(F)Cl
289,807,II
290,134780,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O
291,5288783,O[C@H](\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)C1CC1
292,41781,CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1
293,54684141,C\C(O)=C(/C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F
294,5472,ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2
295,3325,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1
296,54676038,OC1=C(CC2=C(O)C3=C(OC2=O)C=CC=C3)C(=O)OC2=C1C=CC=C2
297,20279,NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC(Cl)=N1
298,54676228,CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O
299,5479,CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O
300,445643,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC
301,667490,S=C1N=CNC2=C1NC=N2
302,5280360,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O
303,5280363,[H]\C(CCCC(O)=O)=C(/[H])C[C@@]1([H])[C@@]([H])(O)C[C@@]([H])(O)[C@]1([H])C(\[H])=C(/[H])[C@@]([H])(O)CCCCC
304,23725625,OC1=NN=C(CC2=CC(C(=O)N3CCN(CC3)C(=O)C3CC3)=C(F)C=C2)C2=CC=CC=C12
305,18381,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1Cl)C(O)=O
306,11625818,[H][C@@](CC)(NC1=NC=NC2=C1N=CN2)C1=NC2=CC=CC(F)=C2C(=O)N1C1=CC=CC=C1
307,26197,CCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC
308,123619,CC1=NC=C(C=C1)C1=C(C=C(Cl)C=N1)C1=CC=C(C=C1)S(C)(=O)=O
309,5510,CN(C(=S)OC1=CC2=CC=CC=C2C=C1)C1=CC=CC(C)=C1
310,5277135,[H][C@@](CO)(C(C)C)N1C=C(C(O)=O)C(=O)C2=C1C=C(OC)C(CC1=C(F)C(Cl)=CC=C1)=C2
311,3038,NS(=O)(=O)C1=CC(=C(Cl)C(Cl)=C1)S(N)(=O)=O
312,2993,CC1=CC(N)=C2C=CC=CC2=[N+]1CCCCCCCCCC[N+]1=C(C)C=C(N)C2=C1C=CC=C2
313,2995,CNCCCN1C2=CC=CC=C2CCC2=CC=CC=C12
314,3033,OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl
315,34312,NC(=O)N1C2=CC=CC=C2CC(=O)C2=C1C=CC=C2
316,71771,OC(=O)COC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl
317,47528,[O-][N+](=O)OCCNC(=O)C1=CC=CN=C1
318,25126798,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1
319,6518,[O-][N+](=O)OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O
320,151166,CC1=CC=C(NC2=C(Cl)C=CC=C2F)C(CC(O)=O)=C1
321,31101,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C
322,55483,OC1=C(O)C=C(CCNCCCCCCNCCC2=CC=CC=C2)C=C1
323,3519,NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl
324,5388962,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O
325,65999,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O
326,72474,CC1CN(CCN1)C1=C(F)C(C)=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O
327,439280,N[C@@H](CC1=CNC2=C1C=C(O)C=C2)C(O)=O
328,11167602,CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1
329,21867154,[Br-].CCCC(CCC)C(=O)O[C@H]1CC2CCC(C1)[N+]2(C)C
330,7547,ClC1=CC=C(NC(=O)NC2=CC(Cl)=C(Cl)C=C2)C=C1
331,5284447,[H][C@@]12C[C@H](O)C[C@]3(O)C[C@H](O)[C@@H](C(O)=O)[C@]([H])(C[C@@H](O[C@]4([H])O[C@H](C)[C@@H](O)[C@H](N)[C@@H]4O)\C=C\C=C\C=C\C=C\C[C@@H](C)OC(=O)\C=C\[C@@]1([H])O2)O3
332,446284,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O
333,4748,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1
334,51634,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
335,4740,CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C
336,4747,OC1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C#N)CC1
337,4746,C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1
338,84815,CSCC[C@@H](N)C(O)=O
339,27400,CN1CCC(CC1)=C1C2=C(CCC3=CC=CC=C13)SC=C2
340,5865,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
341,54675785,[H][C@@]12[C@@H](O)[C@]3([H])C(=C)C4=C(C(O)=CC=C4)C(=O)C3=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C
342,54675783,[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2
343,5862,N[C@@H](CS)C(O)=O
344,64139,FC(F)(F)[C@]1(OC(=O)NC2=C1C=C(Cl)C=C2)C#CC1CC1
345,60490,CC(N(O)C(N)=O)C1=CC2=CC=CC=C2S1
346,25419,OP(O)(=O)C(Cl)(Cl)P(O)(O)=O
347,2187,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N
348,4601,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1C
349,2216,NC1=CC(Cl)=C(NC2=NCCN2)C(Cl)=C1
350,3011155,COC1=NC(N)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
351,2682,CCCCCCCCCCCCCCCCO
352,5280965,[H][C@]12C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@](O)(C[C@H](O)[C@H]1C(O)=O)O2
353,443958,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC1(CCCC1)O2)C(=O)COC(C)=O
354,2435,BrC1=C(NC2=NCCN2)C=CC2=NC=CN=C12
355,16220172,CC(C)(C)C1=CC(=C(O)C=C1NC(=O)C1=CNC2=CC=CC=C2C1=O)C(C)(C)C
356,4510,[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O
357,5311181,[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)C(C)CC#CC)[C@@]1([H])C\C(C2)=C\CCCC(O)=O
358,11556711,CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1
359,9429,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1
360,5742673,[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O
361,5311217,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1\C=C\C(=O)OC(C)(C)C)C(=O)OCC
362,2727,CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1
363,2726,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2
364,2725,CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1
365,2723,CC1=CC(O)=CC(C)=C1Cl
366,2722,OC1=C(Cl)C=C(Cl)C2=C1N=CC=C2
367,2720,NS(=O)(=O)C1=C(Cl)C=C2NC=NS(=O)(=O)C2=C1
368,5281,CCCCCCCCCCCCCCCCCC(O)=O
369,6914273,[O-][N+](=O)C1=CC=C(C=C1)C1=CC=C(O1)C=NN1CC(=O)NC1=O
370,3784,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C
371,222757,[H][C@]1(O)CC[C@@]2([H])[C@]3([H])CCC4=CC(OC(=O)C5=CC=CC=C5)=CC=C4[C@@]3([H])CC[C@]12C
372,443884,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](C)CO
373,10770,CC(CNC1CCCCC1)OC(=O)C1=CC=CC=C1
374,4992,COC1=CC=C(CN(CCN(C)C)C2=NC=CC=C2)C=C1
375,4993,CCC1=C(C(N)=NC(N)=N1)C1=CC=C(Cl)C=C1
376,4991,CN(C)C(=O)OC1=C[N+](C)=CC=C1
377,6234,N[C@@H]1CONC1=O
378,6230,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
379,36811,CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1
380,443872,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)C[C@H]1O[C@@]11[C@@]2([H])[C@@H](CC2=CC(=O)CC[C@]12C)C(=O)OC
381,1548887,CC1=C(CC(O)=O)C2=CC(F)=CC=C2\C1=C/C1=CC=C(C=C1)S(C)=O
382,444031,NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1
383,444036,[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
384,14985,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C
385,68740,OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O
386,71183,C[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1
387,10182969,COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O
388,71616,C[C@@H](C1=NC=NC=C1F)[C@](O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1
389,2116,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCC2=C(C)C(O)=C(C)C(C)=C2O1
390,3333,CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC
391,3331,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1
392,3337,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F
393,3335,OC(=O)CCC(=O)C1=CC=C(C=C1)C1=CC=CC=C1
394,5468,CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1
395,3339,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1
396,132862,CNC(=N)NCCC[C@H](N)C(O)=O
397,3000322,CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1
398,667484,CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1
399,72081,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
400,6989,CC(C)C1=CC=C(C)C=C1O
401,5353788,CCOC(=O)[N-]C1=C[N+](=NO1)N1CCOCC1
402,1123,NCCS(O)(=O)=O
403,5447130,NC(=O)N\N=C\C1=CC=C(O1)[N+]([O-])=O
404,656511,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(C1=O)S(C)(=O)=O)C1=CC=CC=C1)C(O)=O
405,3025,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC
406,8730,N[C@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O
407,6323266,ClC1=C(CN2CCCC2=N)NC(=O)NC1=O
408,4199,CC1=CC(=NN=C1NCCN1CCOCC1)C1=CC=CC=C1
409,5282443,CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC=N1
410,4195,COC1=CC(C(O)CNC(=O)CN)=C(OC)C=C1
411,4192,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=C(C=CC(Cl)=C3)N12
412,74989,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O
413,8280,CCC1(C)OC(=O)N(C)C1=O
414,941651,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3\C2=C\CCN2CCN(C)CC2)C=C1
415,3109,[O-][N+]1=CC=CC=C1SSC1=CC=CC=[N+]1[O-]
416,6000,[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CCN1C)C2=C6)=C(O)C=C5)=CC(OC)=C4O)C=C3
417,6503,NC(CO)(CO)CO
418,5280795,CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C
419,151171,CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1
420,2286,CC(C)(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1
421,5280793,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C
422,148192,COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=CC=CC=N1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
423,2482,CCCCOC(=O)C1=CC=C(N)C=C1
424,4906,CCCNC(C)C(=O)NC1=CC=CC=C1C
425,5709,CC1=CC(=CC(C)=C1CC1=NCCN1)C(C)(C)C
426,39147,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2
427,82153,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO
428,12449,CCN(CC)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](CC)CC
429,30323,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(C)=O)C(O)=C1C2=O
430,7558,CNC(C)CC1CCCCC1
431,28864,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@@H](CN2C)NC(=O)N(CC)CC
432,4775,OC(=O)CCCC1=CC=CC=C1
433,4771,CC(C)(N)CC1=CC=CC=C1
434,4174,CC(C)(C(=O)C1=CN=CC=C1)C1=CN=CC=C1
435,60860,NC(N)=NCC1=CC(I)=CC=C1
436,4170,CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O
437,4171,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
438,4173,CC1=NC=C(N1CCO)[N+]([O-])=O
439,9571107,CO\N=C1/CN(CC1CN)C1=NC2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O
440,4178,CC(N)COC1=C(C)C=CC=C1C
441,5819,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O
442,9833444,CSCC[C@H](NC(=O)[C@H](CC1=CC=C(OS(O)(=O)=O)C=C1)NC(=O)[C@@H](N)CC(O)=O)C(=O)NCC(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O
443,5810,O[C@H]1CN[C@@H](C1)C(O)=O
444,65833,CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)C1=CC=CC=C1
445,5816,CNC[C@H](O)C1=CC(O)=C(O)C=C1
446,7232,C1CCC(CC1)NSC1=NC2=CC=CC=C2S1
447,2724385,[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1
448,2450,OCC(Br)(CO)[N+]([O-])=O
449,4612,CC(C)NCC1CCC2=CC(CO)=C(C=C2N1)[N+]([O-])=O
450,13505,CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1
451,4616,OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2
452,5920,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O
453,154101,COC(=O)[C@@H]([C@H]1CCCCN1)C1=CC=CC=C1
454,272833,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(C)OC1=CC=CC=C1)C(O)=O
455,16363,OC1=NC2=CC=CC=C2N1C1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1
456,16362,FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1
457,4507,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC
458,4506,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2)C=C1
459,2088,NCCCC(O)(P(O)(O)=O)P(O)(O)=O
460,2082,CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2
461,2083,CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1
462,638678,[H][C@@](CC1=CN=CN1)(NC(=O)[C@]1([H])CCC(=O)N1)C(=O)N1CCC[C@@]1([H])C(N)=O
463,5311221,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCC1=CC=CC=C1
464,2712,CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1
465,5453,S=P(N1CC1)(N1CC1)N1CC1
466,2717,CN1C(C2=CC=C(Cl)C=C2)S(=O)(=O)CCC1=O
467,2719,CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1
468,5078,CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2
469,8982,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(OCC)C=CC2=CC=CC=C12)C(O)=O
470,5073,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
471,5070,NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2
472,5071,CC(N)C12CC3CC(CC(C3)C1)C2
473,5311010,[H][C@]1(NC(=O)[C@@]([H])(NC(=O)[C@@H](CC2=CC=C(OCC)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)[C@@H](C)CC)[C@@H](C)O
